_id,multilingual_id,content_id,createdAt,en_text,en_audio_url,en_image_url,hi_text,hi_audio_url,hi_image_url,ta_text,ta_audio_url,ta_image_url,kn_text,kn_audio_url,kn_image_url,gu_text,gu_audio_url,gu_image_url,te_text,te_audio_url,te_image_url,or_text,or_audio_url,or_image_url
68ec91db6804751159398c82,pillow,970c6000-b241-4acb-9fa8-2fe0f7650f2f,2025-10-13T01:47:50.528Z,,,,तकिया,3a1c046c-89f8-410a-885a-c33b57190236.wav,d56140bc-7a50-4cc6-bf62-44408feaf81c.png,,,,ದಿಂಬು,1b6b90ab-6a6f-48fd-91e2-e0ea392a0e73.wav,d56140bc-7a50-4cc6-bf62-44408feaf81c.png,,,,దిండు.,f7c640d2-5760-450c-8f65-8948d8432b31.wav,d56140bc-7a50-4cc6-bf62-44408feaf81c.png,,,
68ec91db6804751159398c84,sky,dfbc9101-7980-49bb-b60e-e6c7782ec26c,2025-10-13T01:47:50.528Z,,,,आकाश,3ab6df6a-1383-4145-89df-9dc9c4039fea.wav,bd2d083b-6be3-4e59-a8d8-8f336bfec6e1.png,,,,ಆಕಾಶ,489bcb02-8fd0-4010-a2cd-353188321c27.wav,bd2d083b-6be3-4e59-a8d8-8f336bfec6e1.png,,,,ఆకాశం.,32a45c51-9412-49a0-a432-a1f65cc14258.wav,bd2d083b-6be3-4e59-a8d8-8f336bfec6e1.png,,,
68ec91db6804751159398c86,grapes,7e88c58d-b9b0-44a9-8c8c-49bc55eca5be,2025-10-13T01:47:50.528Z,,,,अंगूर,e5730e90-d63b-42d9-8bcf-1eeab16eebfa.wav,0a6d2927-737f-42a4-879e-3f6c49752fa5.png,,,,ದ್ರಾಕ್ಷಿಗಳು,ed374bf7-2387-48d9-8e54-1328c1cd09b2.wav,0a6d2927-737f-42a4-879e-3f6c49752fa5.png,,,,ద్రాక్ష పండ్లు,8fd07391-494b-4bb1-b2a1-c95c4724f013.wav,0a6d2927-737f-42a4-879e-3f6c49752fa5.png,,,
68ec91db6804751159398c88,garden,1b4951af-7b30-4501-85cc-73a3aca348e1,2025-10-13T01:47:50.528Z,,,,बगीचा,045df79f-b7c9-4cea-8f8f-f32c3c69da1b.wav,51306c29-964b-4c59-b017-de36451a1a97.png,,,,ಉದ್ಯಾನವನ,bcd3f35d-3e64-4a5e-89f4-e6938a17fa19.wav,51306c29-964b-4c59-b017-de36451a1a97.png,,,,తోట,789fd305-09d9-4106-a2ea-a6a21916e03a.wav,51306c29-964b-4c59-b017-de36451a1a97.png,,,
68ec91dbe284133d19bdb0cd,king,e23da0f4-370b-442b-84e5-769260b62b89,2025-10-13T01:47:50.182Z,,,,राजा,3d4a369b-8716-4d23-bc1a-a9832bb02c2e.wav,9786e74c-8334-434a-98dd-654e28cdb9ed.png,,,,ರಾಜ,a7d2eb91-c88d-421b-ac3e-9bf0a7869f3b.wav,9786e74c-8334-434a-98dd-654e28cdb9ed.png,,,,రాజు.,eea952f8-5c24-401a-a892-fb607fedba0a.wav,9786e74c-8334-434a-98dd-654e28cdb9ed.png,,,
68ec91dbe284133d19bdb0cf,flying,c83acda9-49e8-42dc-ae60-bf32e309c7e6,2025-10-13T01:47:50.182Z,,,,उड़ना,41fb5d11-e61b-456b-ab45-7f3d1ab10f99.wav,fb76a703-09bf-4f7f-93ae-67daebfb2f95.png,,,,ಹಾರಾಟ,444e294b-a16a-484e-a8bf-7ddda63cc6a2.wav,fb76a703-09bf-4f7f-93ae-67daebfb2f95.png,,,,ఎగురుట,cba6ba31-3065-4501-900b-269a560067e6.wav,fb76a703-09bf-4f7f-93ae-67daebfb2f95.png,,,
68ec91dbe284133d19bdb0d1,racket,af104214-eee7-42c5-b8e8-f1c873eaacd8,2025-10-13T01:47:50.182Z,,,,रैकेट,645b1b02-e29d-427d-a212-eddea4fed031.wav,7fe8f283-6251-4dc3-9d88-5c42b8ad5d6c.png,,,,ರ‍್ಯಾಕೆಟ್,3c48a0ab-48f3-4fa9-bcdb-f57d0d23f9fc.wav,7fe8f283-6251-4dc3-9d88-5c42b8ad5d6c.png,,,,రాకెట్,8aa51f6a-c7b8-4fa7-856d-b2b34968d104.wav,7fe8f283-6251-4dc3-9d88-5c42b8ad5d6c.png,,,
68ec91dbe284133d19bdb0d3,bed,56f7e6da-ecfb-4f56-aa50-77dba807fbf8,2025-10-13T01:47:50.182Z,,,,बिस्तर,0e82bd9f-7d99-462f-82f0-9c1153058a5e.wav,ed419df8-89c7-43bd-a371-be29ad8c851d.png,,,,ಹಾಸಿಗೆ,00d1cf45-d9c0-45e8-8e62-708024c3ed82.wav,ed419df8-89c7-43bd-a371-be29ad8c851d.png,,,,మంచం.,2a480121-666c-4549-a22d-28aa9cfb1d48.wav,ed419df8-89c7-43bd-a371-be29ad8c851d.png,,,
68ec91dbe284133d19bdb0d5,purple,58c24f02-40d4-496f-8925-f4ea62f14bcc,2025-10-13T01:47:50.182Z,,,,बैंगनी,db7f92be-4629-4280-a821-f734758537e6.wav,87649deb-027c-4ae3-b02b-e6fb3edc87c0.png,,,,ನೇರಳೆ,a663f091-54e9-4b01-a6c3-7f7a585e069f.wav,87649deb-027c-4ae3-b02b-e6fb3edc87c0.png,,,,ఊదా రంగు,bddf50dd-f9bb-4aa0-b335-aaf245c381e9.wav,87649deb-027c-4ae3-b02b-e6fb3edc87c0.png,,,
68ec91dbe284133d19bdb0d7,tiger,45bd4170-8c54-4299-ab30-cd2b3a0af77f,2025-10-13T01:47:50.182Z,,,,बाघ,73d8e35c-42ba-40d0-baef-7060fc11f22d.wav,2137ece1-37e4-4f65-84af-843962cede4f.png,,,,ಹುಲಿ,7c90f7c1-6241-4ef4-a158-e38450660059.wav,2137ece1-37e4-4f65-84af-843962cede4f.png,,,,పులి,edf64fe7-0c0c-4bcc-89d4-8782ffa24616.wav,2137ece1-37e4-4f65-84af-843962cede4f.png,,,
68ec91dc6804751159398c8a,orange,43f17e29-c172-4720-97bd-3de2827d2a25,2025-10-13T01:47:50.528Z,,,,नारंगी,c8255c74-b968-4ec7-ad7a-66a2779ee615.wav,6a6c0f83-41d1-4781-81f0-8239f0bfc5a8.png,,,,ಕಿತ್ತಳೆ,578ae6ec-bcf6-4feb-9339-deefc1b51137.wav,6a6c0f83-41d1-4781-81f0-8239f0bfc5a8.png,,,,కమలాపండు,8c45d071-dc59-438d-b641-d778d5b26b4f.wav,6a6c0f83-41d1-4781-81f0-8239f0bfc5a8.png,,,
68ec91dc6804751159398c8c,snake,6cce7969-e8b7-405e-9ae3-c24e23e5d3fc,2025-10-13T01:47:50.528Z,,,,साँप,b1ce27ce-fcdc-40b7-8db4-2c321ef183eb.wav,d0d16fb9-f832-4001-b3f7-e6f2d130d44b.png,,,,ಹಾವು,bf1a1033-94bf-4e27-98ae-f61f3692e337.wav,d0d16fb9-f832-4001-b3f7-e6f2d130d44b.png,,,,పాము,219e3b43-da15-4ff0-9c77-9cb914d02094.wav,d0d16fb9-f832-4001-b3f7-e6f2d130d44b.png,,,
68ec91dc6804751159398c8e,big,2a1877b8-29c9-4eb5-a468-c8fa9e9855e0,2025-10-13T01:47:50.528Z,,,,बड़ा,3f61fde1-13a3-4a1b-9897-fa392e637c49.wav,5daa23f3-e3bb-4b84-a54d-3c85aeba0452.png,,,,ದೊಡ್ಡದು,a1c58258-3b18-45ad-a991-a727f72e7682.wav,5daa23f3-e3bb-4b84-a54d-3c85aeba0452.png,,,,పెద్ద,5bf806c5-5cb0-409b-b5a5-5c44c3985776.wav,5daa23f3-e3bb-4b84-a54d-3c85aeba0452.png,,,
68ec91dc6804751159398c90,time,4d937c18-f5ad-433c-b0da-f57a90db137a,2025-10-13T01:47:50.528Z,,,,समय,a9536d02-65b9-4246-8810-26194b8d092e.wav,f5e32c86-e2e8-4c95-8fdb-84a912d75099.png,,,,ಸಮಯ,28a1d831-0a9f-4d9a-9f75-338b29f2a399.wav,f5e32c86-e2e8-4c95-8fdb-84a912d75099.png,,,,సమయం.,0742a98e-3c07-4938-a0be-811c71829a1c.wav,f5e32c86-e2e8-4c95-8fdb-84a912d75099.png,,,
68ec91dc6804751159398c92,squirrel,b0d844a1-3656-4d81-a615-d90f5893abb1,2025-10-13T01:47:50.528Z,,,,गिलहरी,2cd0d989-6d43-464f-8549-a85f201200cc.wav,6ef73400-4d1f-4465-a962-92980d4879eb.png,,,,ಅಳಿಲು,373941b8-9f59-45dc-8374-cf64b0612581.wav,6ef73400-4d1f-4465-a962-92980d4879eb.png,,,,ఉడుత,e2e7f847-8a76-4247-a139-2af718e90006.wav,6ef73400-4d1f-4465-a962-92980d4879eb.png,,,
68ec91dc6804751159398c94,brown,96d09cc1-5f78-4a5d-b9bf-1b23aeb5d568,2025-10-13T01:47:50.528Z,,,,भूरा,2703d2d4-c896-471f-ba97-def2fcd96ab6.wav,893aaba0-3e86-4a42-9a56-110a7668272e.png,,,,ಕಂದು,5ce3bcfd-1f27-4c38-b2d2-ca2849baae4f.wav,893aaba0-3e86-4a42-9a56-110a7668272e.png,,,,గోధుమరంగు,4bbdd82a-0be6-4412-8561-07528e47ea66.wav,893aaba0-3e86-4a42-9a56-110a7668272e.png,,,
68ec91dc6804751159398c96,cricket,39718466-cc4b-4412-a76d-e161fbd01a82,2025-10-13T01:47:50.528Z,,,,क्रिकेट,c41e2c02-237c-45d5-952e-1ffe901713d9.wav,385c4c85-f87b-4c95-b386-afbc608ef77c.png,,,,ಕ್ರಿಕೆಟ್,0bb80223-660e-40a2-8d98-4ad6437ce44e.wav,385c4c85-f87b-4c95-b386-afbc608ef77c.png,,,,క్రికెట్,eed8470c-f2d5-4899-bc21-63bf79467662.wav,385c4c85-f87b-4c95-b386-afbc608ef77c.png,,,
68ec91dce284133d19bdb0d9,sleeps,c27dfe94-dccd-4acb-9ada-cf8678ae077e,2025-10-13T01:47:50.182Z,,,,सोता है,bccfabb7-bae8-4586-adb7-7fe4f3698cfa.wav,a24af970-2f2c-4a4f-98fd-2d0c9abf361c.png,,,,ನಿದ್ದೆ,ba7369a7-f722-4c64-89ae-a450a40b54ee.wav,a24af970-2f2c-4a4f-98fd-2d0c9abf361c.png,,,,నిద్ర.,fc1b9b9b-e193-466b-9a84-2b24207306cd.wav,a24af970-2f2c-4a4f-98fd-2d0c9abf361c.png,,,
68ec91dce284133d19bdb0db,boy,74344088-091e-4107-a73e-9369b6d361f1,2025-10-13T01:47:50.182Z,,,,लड़का,7abf5e04-6b5a-47a5-9511-b42e67674c52.wav,c228704d-20ca-4781-adf2-d9071a6e9555.png,,,,ಹುಡುಗ,5ab300e2-efde-43b7-a8a9-742e772d7752.wav,c228704d-20ca-4781-adf2-d9071a6e9555.png,,,,అబ్బాయి.,ca7afb11-41a3-4332-91de-b398b0f84c3c.wav,c228704d-20ca-4781-adf2-d9071a6e9555.png,,,
68ec91dce284133d19bdb0dd,mango,4e7f08d7-5232-43ca-8c8b-254000ec2cac,2025-10-13T01:47:50.182Z,,,,आम,2296d652-9c2d-4de2-be39-fce34d59b84f.wav,7fc46638-f978-4523-b8e4-cfc29a9b012a.png,,,,ಮಾವಿನಹಣ್ಣು,33a88c22-c18f-41ba-99ff-978666e070b8.wav,7fc46638-f978-4523-b8e4-cfc29a9b012a.png,,,,మామిడి,5b31fc29-f876-4ea5-ac93-8831c95ef515.wav,7fc46638-f978-4523-b8e4-cfc29a9b012a.png,,,
68ec91dce284133d19bdb0df,clock,f4b696fd-a320-4053-86fa-bc92b95156c1,2025-10-13T01:47:50.182Z,,,,घड़ी,5ce62577-db84-4640-9af7-ea05700c3841.wav,f5e32c86-e2e8-4c95-8fdb-84a912d75099.png,,,,ಗಡಿಯಾರ,e9e142aa-f25c-4fd2-8410-7059676bff4b.wav,f5e32c86-e2e8-4c95-8fdb-84a912d75099.png,,,,గడియారం,a44fd8b6-ecbd-4c30-a5c8-dd7022060482.wav,f5e32c86-e2e8-4c95-8fdb-84a912d75099.png,,,
68ec91dce284133d19bdb0e1,flower,a1d3a6f3-ba89-4f5c-82fc-1087661acaf8,2025-10-13T01:47:50.182Z,,,,फूल,7c8a3577-df8f-41de-9650-936c96f83533.wav,7d961949-74fc-4a14-9d79-05eca98f66ba.png,,,,ಹೂವು,f63a8dab-bd9d-47dc-86e9-b28ce0236ff7.wav,7d961949-74fc-4a14-9d79-05eca98f66ba.png,,,,పువ్వు,a5760755-c8c9-477b-9a86-ab5d1394d439.wav,7d961949-74fc-4a14-9d79-05eca98f66ba.png,,,
68ec91dce284133d19bdb0e3,mouse,6309b7a7-e115-4b64-b569-ed31be8de8ab,2025-10-13T01:47:50.182Z,,,,माउस,53192e5f-0f63-44f9-95e4-0660923c21b8.wav,01323255-48c0-4fc7-ba91-fcade60b6e74.png,,,,ಇಲಿ,dfd43f61-e5ea-4cc9-8a1b-4bf3c4502f12.wav,01323255-48c0-4fc7-ba91-fcade60b6e74.png,,,,చిట్టెలుక,fbd31fe6-301d-430f-9651-d3bcf3fb39cc.wav,01323255-48c0-4fc7-ba91-fcade60b6e74.png,,,
68ec91dce284133d19bdb0e5,dog,66359da1-6847-4dd8-9fb4-6a29c7b13269,2025-10-13T01:47:50.182Z,,,,कुत्ता,d0167524-97f4-46a2-9553-3e66f82cd492.wav,222aba10-f58f-4c73-a7d1-6c7c29a65138.png,,,,ನಾಯಿ,f9a6a3e4-f14c-467b-9343-8c8643f0a983.wav,222aba10-f58f-4c73-a7d1-6c7c29a65138.png,,,,కుక్క.,3a5b3ffc-289c-44b3-93cc-b33edfa95eb0.wav,222aba10-f58f-4c73-a7d1-6c7c29a65138.png,,,
68ec91dd6804751159398c98,tigers,f07e9f22-7ceb-4461-a674-aa1ffeb16df6,2025-10-13T01:47:50.528Z,,,,बाघ,e45a2cfc-b8c8-40cc-8ee2-8f1b81a5e4ed.wav,4c5cb635-6edb-49ac-b7d1-b904772485db.png,,,,ಹುಲಿಗಳು,845d75bd-0044-4034-a4b4-320507ad4db8.wav,4c5cb635-6edb-49ac-b7d1-b904772485db.png,,,,పులులు,68f34e5b-19e1-45da-9fcd-a672c7ec1b65.wav,4c5cb635-6edb-49ac-b7d1-b904772485db.png,,,
